"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Not fully insured, affiliate sweep d	Fully insured, non-affiliate sweep d	Not fully insured, non-affiliate swe	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
30650	12699	0	2219	48914	0	73962	0	0	0	0	68564	0	493		7625	41452	2443	71743	68071	0	0	576	0	0	3212	5773	3604	0	8985	276	286	1263	0	4964	1825	0	0	562	0	0	0	0	0	0	true							
30810	43374037	0	130	1689630	0	1785243	0	0	11553298	0	78118273	0	0		16497981	11786446	2597951	1785051	78118273	62	0	935394	11553298	6549837	5024097	8104565	5663534	2545597	13128662	434160	818457	260585	106795	4839812	1619997	0	0	1252617	9392974	0	0	3417248	0	1278226	true	1364864	0	5112496	6673950	43374037	0	
31134	25699	7834	7665	89220	0	107624	0	0	0	0	67083	200	460		12381	11996	5769	92125	66423	0	0	1439	0	0	5255	12860	2790	533	18115	4850	2524	574	0	9057	7948	0	0	7374	0	0	0	0	0	0	true							
31255	19241	0	234358	241651	0	291131	0	0	0	0	576089	0	119069		17057	458579	5068	56773	456978	0	42	1977	0	0	13412	22726	5350	871	17036	34835	16980	4096	0	25302	55910	2403	0	51814	0	0	0	0	0	0	false							
31657	18133	0	8555	50900	0	99136	0	0	0	0	79042	0	4406		13215	6927	4920	90581	74636	0	0	2824	0	0	8949	21639	2269	0	30588	5246	15879	0	0	19642	21125	0	0	21125	0	0	0	0	0	0	true							
31826	58837	0	41644	158080	0	199688	0	0	0	0	190231	0	39940		30282	43234	14774	158044	150291	0	0	6113	0	0	16121	39029	8734	1837	36559	7923	12716	1549	251	35439	22439	8625	0	20573	0	0	0	0	0	0	false							
31835	13468	161	16322	47042	0	70330	0	0	0	0	84316	0	15077		16889	8243	5950	53847	69239	0	0	3160	0	0	20630	22385	1566	20	43014	6611	8973	2420	0	27712	18004	0	0	15584	0	0	0	0	0	0	false							
32234	66947	0	40766	71577	0	154868	0	0	17489	0	211378	0	42977		37269	61873	19351	114102	163679	0	4722	1255	17489	17489	26956	24084	9038	3082	50812	5127	9172	5098	0	25890	19397	1510	0	14299	5965	0	0	0	0	0	true							
32766	21436	0	48	118634	0	118715	0	0	0	0	45459	0	1016		2243	17986	1851	118667	44194	0	249	1269	0	0	1438	3465	567	58	4902	0	509	0	0	3284	509	2511	0	509	0	0	0	2014	0	2014	true							
32971	57869	0	19064	89510	0	124189	0	0	0	0	195614	0	1665		20361	102373	5058	105125	193949	0	0	1248	0	0	5095	17039	6138	2082	22133	440	3326	1252	0	9993	5018	35467	0	3766	0	0	0	0	0	0	true							
33147	139882	0	2822	16660	0	22170	0	0	22006	0	271705	0	55900		23468	10597	14669	19348	215562	0	243	7988	22006	21703	16512	41931	13919	3765	58443	10347	16986	15679	2088	52658	45100	22006	0	27333	0	0	0	0	0	0	true							
33259	53135	3	29353	254237	0	456207	0	0	0	0	469509	0	4198		69183	293096	18038	418035	456291	8816	9020	4422	0	0	26899	53030	24867	4260	79913	4136	4035	6051	0	39873	14222	0	0	8171	9020	0	0	0	0	0	true							
33268	15105	0	11086	88815	0	112362	0	0	0	0	91927	0	5850		7593	45811	4176	101276	86077	0	0	2176	0	0	3813	10853	719	11	14666	8189	5445	1981	0	7803	15615	0	0	13634	0	0	0	0	0	0	true							
33370	4994	0	0	417	0	2729	0	0	0	0	16719	0	0		6604	0	3789	2729	16719	0	0	1576	0	0	1259	5427	3388	336	6686	0	774	273	268	3806	1315	0	0	774	0	0	0	0	0	0	true							
33839	10015	0	4036	7735	0	18539	0	0	0	0	20463	0	1297		4692	3640	1145	14503	19166	0	0	358	0	0	700	2404	1588	1731	3104	0	0	385	0	1731	385	0	0	0	0	0	0	0	0	0	true							
33857	56490	0	22053	200450	0	335595	0	0	62287	0	549821	10049	66896		125865	258353	22305	311649	435449	1893	37427	10038	1822	648	21587	48909	54956	66660	58155	8223	26981	6918	745	66246	42867	141833	0	35204	0	0	0	0	0	0	false							
34434	44664	1	7167	123472	0	146675	0	0	0	0	258944	2	44267		28139	131790	17623	139507	214675	0	0	11425	0	0	11911	26043	14434	8256	37726	6871	8801	2401	3774	32505	21847	0	0	14959	0	0	0	0	0	0	false							
34537	946739	0	179535	1124431	0	1451504	0	0	107387	0	7737727	0	504445		163953	6322929	75446	1265508	7232094	6461	1188	17271	107387	107292	114268	200256	27697	8389	314524	29513	70641	12948	4346	186657	117448	596234	0	100154	944	0	0	107292	0	0	true	72308	133131	1458029	4596498	876648	70062	
34555	37672	0	53718	83938	0	162583	0	0	0	0	156874	0	30101		35089	43340	13519	107092	126673	1773	100	4410	0	0	5418	16791	25067	14609	21937	1431	4568	5666	2312	26796	13977	5497	0	5999	0	0	0	3230	0	3230	true							
34742	50856	0	36203	74307	0	205167	0	0	0	0	319117	0	31371		36997	154318	14510	168964	287746	0	0	7205	0	0	27555	45763	8255	5	73318	2114	28932	1319	0	44581	32365	19445	0	31046	71	0	0	250	7062	0	false							
35057	21079	0	7268	85465	0	139661	0	0	986	0	75337	0	2425		8222	35880	1951	130991	70835	1402	2077	559	487	249	2946	6959	4239	1138	9905	1263	1834	0	0	7061	3097	0	499	2697	1472	0	0	0	0	0	true							
35301	0	1000	0	158833000	0	158886000	0	0	10258000	0	7692000	0	0		0	7492000	0	158884000	7692000	1000	0	0	10258000	10258000	0	0	0	0	0	200000	0	0	0	0	200000	0	0	200000	0	0	0	10258000	0	0	true	0	0	0	7492000	0	0	
35646	14865	0	15357	34466	0	40540	0	0	0	0	45931	0	3736		3083	17653	2015	25183	42195	0	0	488	0	0	1850	4353	3926	1024	6203	0	688	1572	0	8070	2260	0	0	688	0	0	0	0	0	0	true							
35879	37528	0	8	8633	0	47244	0	0	0	0	218780	48	19879		48748	76125	18764	47236	198356	0	497	5575	0	0	17571	34020	24174	4424	50969	5683	12816	5466	973	31441	24938	12563	0	18499	0	0	0	6133	0	6133	true							
36456	16320	20	12037	14151	0	47787	0	0	1669	0	65429	88	11807		13536	21145	3534	35730	53140	0	394	0	923	447	5670	11544	5620	1132	17214	852	1897	1252	0	10429	4001	0	0	2749	0	0	0	0	0	0	true							
36933	13601	0	35517	208277	0	208277	0	0	2058	0	95090	0	3178		25656	0	9845	171766	84847	994	7065	5713	2058	2058	8901	29543	19305	10536	38444	1261	4671	3089	4183	42629	13204	41459	0	5932	7314	0	0	34504	0	34504	true							
37051	10652	5	3367	5525	0	23003	0	0	0	0	77298	0	1360		11085	34185	3797	19631	75938	0	0	1366	0	0	2903	8462	8250	2666	11365	548	2175	7198	258	11196	10179	0	0	2723	0	0	0	0	0	0	true							
37341	10879	0	2598	14626	0	19938	0	0	752	0	35183	0	825		8014	7484	4724	16832	33858	508	500	1973	252	252	1804	7748	3975	740	9552	507	1498	549	0	6253	2554	1843	500	2005	0	0	0	1346	0	1346	true							
37435	270942	0	77433	379105	0	528280	0	0	0	0	1693663	0	168482		110389	1242529	53012	450847	1525181	0	0	17226	0	0	27040	77605	38610	19136	104624	3631	9362	3060	1748	52002	17801	0	0	12993	0	0	0	0	0	0	true							
37640	2956263	0	385153	1453876	0	1490731	0	0	0	0	4256985	0	608065		265642	834556	73588	1103561	3646835	2017	2085	21983	0	0	95921	202846	80970	27962	298767	23449	26870	7711	437	142057	58467	71135	0	50319	0	0	0	49886	0	49886	true	800177	277211	375360	357982	1667107	818724	
37659	9034	0	709	15365	0	23511	0	0	0	0	20750	0	1118		4711	0	605	22802	19632	0	0	391	0	0	2633	7312	250	0	9945	621	899	0	0	5484	1520	0	0	1520	0	0	0	0	0	0	false							
37949	13370	0	40999	36999	0	96981	0	0	0	0	121838	0	9420		13709	77354	5740	55982	112418	0	0	2993	0	0	3500	8096	5882	3208	11596	3547	5440	501	940	6977	10427	0	0	8987	0	0	0	0	37092	0	true							
38740	46400	0	60823	126029	0	184295	0	0	0	0	120438	0	4816		20515	26454	10569	123354	115622	118	0	2684	0	0	4693	15408	9429	7752	19101	4268	5532	251	251	16768	10302	0	0	9800	0	0	0	0	0	0	true							
39327	148659	0	10178	321428	0	448237	0	0	0	0	379318	0	27911		26476	177424	14047	437994	347675	65	3732	5306	0	0	15249	23239	8950	0	36727	3062	2437	300	0	20961	5799	60234	0	5499	0	0	0	43243	0	43243	true							
39756	37880	13854	19	276324	0	471214	0	0	303	0	346824	0	19		18912	195024	8983	457341	346805	0	0	4582	303	103	15901	32571	6589	471	48472	8304	46280	1184	2620	36619	58388	103	0	54584	0	0	0	0	0	0	false							
40033	6890	0	3884	16197	0	30474	0	0	0	0	19077	260	0		6648	1863	2681	26590	18817	0	0	745	0	0	4647	3761	999	56	6658	0	861	0	0	2815	861	0	0	861	0	0	0	0	0	0	false							
40499	2180540	4	6995	238613	0	294355	0	0	100000	0	3653488	0	379375		335398	885594	108837	286113	3273367	1243	746	30344	100000	100000	184928	182373	105348	12775	367301	22351	31823	47172	586	150025	101932	36583	0	54174	0	0	0	30620	0	30620	true	64431	33482	215538	285628	1070631	1109905	
40855	12999	0	763	29727	0	29729	0	0	0	0	98215	0	8759		7243	62340	2190	28966	89208	0	248	2190	0	0	2096	5291	11786	2041	7387	355	675	632	0	13971	1662	0	0	1030	0	0	0	0	0	0	true							
41553	17919	0	38442	14474	0	74915	0	0	0	0	37185	0	3904		7602	306	1747	36473	33281	0	0	219	0	0	3347	9628	1959	0	12975	302	2724	1000	0	7332	4026	0	0	3026	0	0	0	0	0	0	true							
41629	65259	0	5178	100872	0	149829	0	0	0	0	112983	0	2825		22120	15566	4364	144651	110158	0	0	1668	0	0	6769	14925	5681	2689	21694	1230	342	0	522	7944	2094	0	0	1572	248	0	0	0	0	0	true							
41825	93562	0	361	370851	0	389503	0	0	84144	0	404932	0	4633		24663	224116	19593	389142	400299	0	0	7903	10000	10000	11638	18697	15744	4253	30335	11868	19882	4356	814	25670	36920	74144	0	31750	0	0	0	0	0	0	true							
42037	12197	0	4129	29730	0	41138	0	0	3225	0	46257	0	4338		4206	23038	0	37009	41919	0	0	0	3225	3225	156	5659	4429	0	5815	0	256	523	0	6037	779	0	0	256	0	0	0	0	0	0	false							
42354	19157	1	32333	65471	0	129885	0	0	0	0	75980	0	10243		9322	24842	3440	97551	65737	0	0	1688	0	0	7135	9687	1601	0	16822	2134	4747	6677	0	9101	13558	0	0	5881	0	0	0	0	0	0	true							
42372	39865	0	1848	96123	0	100492	0	0	0	0	292864	0	5960		45892	132026	24734	98644	286904	0	0	11637	0	0	16535	31667	21691	17148	48202	2797	16468	6067	8601	41149	33933	0	0	19264	0	0	0	0	0	0	true							
42420	2038220	0	154258	558919	0	832280	0	0	0	0	7247775	0	542719		225352	4864480	70501	676919	6705056	1103	0	8965	0	0	75812	137214	62054	23728	213026	17225	18522	5171	5349	73456	46267	5764	0	35747	0	0	0	0	0	0	true	127404	183027	2447048	2417432	1830969	207251	
42448	175312	0	152752	878535	0	889634	0	0	59948	0	1012137	6249	57916		213111	284866	85425	736882	947972	0	0	42946	59948	32039	98704	199068	136015	23739	297772	7806	36275	41858	8493	244415	94432	13359	0	44081	80554	0	0	0	0	0	true	104286	459973	62494	26335	167941	3577	
42457	4503	33	9755	9503	0	28886	0	0	14718	0	28434	0	8141		2545	8815	776	19098	20293	0	0	193	126	126	1038	1495	328	124	2533	2844	1944	4344	3000	440	12131	0	6626	4788	0	0	0	0	0	0	false							
43052	21085	37	2260	23119	0	35501	0	0	2484	0	64186	0	6165		11200	17721	3008	33204	58021	0	0	573	2484	0	4086	9709	6813	322	12102	725	1838	1886	0	9730	4449	0	0	2313	5312	0	0	0	0	0	true							
43351	37998	0	2343	152624	0	152624	0	0	0	0	183943	0	10763		31989	67559	5305	149516	173180	765	0	1792	0	0	14008	30722	9576	4326	44730	11170	7478	1106	0	26644	19754	0	0	18647	0	0	0	0	0	0	false							
43856	29541	0	17159	21413	0	44691	0	0	0	0	36434	0	2810		2580	0	4638	27532	33624	0	0	2866	0	0	1357	2369	619	0	3726	2548	0	0	0	1765	2548	0	0	2548	0	0	0	0	0	0	true							
43959	33570	0	9595	64710	0	91510	0	0	0	0	102937	0	0		4590	52739	1520	81600	102937	315	0	337	0	0	2868	4800	2328	1032	6903	519	4380	701	0	6438	5600	0	0	4899	0	0	0	0	0	0	true							
44040	132276	0	44348	62820	0	146532	0	0	0	0	217866	0	6049		25622	21287	39881	102184	211817	0	0	0	0	0	14244	26501	6559	0	40744	7379	8852	768	0	21681	16999	0	0	16231	0	0	0	0	0	0	true							
44433	9478	0	0	90655	0	99148	0	0	56115	0	310448	0	0		77480	116089	5081	99148	310448	0	0	2996	56115	7000	39436	65487	53977	6547	104923	6071	11973	1390	0	87967	19434	0	0	18044	0	0	0	0	0	0	true							
44741	114139	2	102796	195310	0	339723	0	0	0	0	253628	0	15720		21052	83495	16513	235185	237022	1740	886	7356	0	0	7058	12540	10262	6926	18222	9087	6774	2640	707	15734	19207	42507	0	15485	0	0	0	35618	0	35618	true							
44750	15775	0	26240	38801	0	70427	0	0	3984	0	91305	0	9311		19534	30531	10585	42631	81754	1556	240	5267	3984	2239	3372	15166	11612	10067	18538	927	1168	1029	1658	20682	4782	18606	0	2095	6101	0	0	0	0	0	false							
44929	60428	0	31193	41331	0	90651	0	0	0	0	86920	0	2175		11609	8301	7081	59458	84745	0	0	3436	0	0	2874	4912	5517	2133	6024	254	1149	802	550	3826	2755	0	0	1403	0	0	0	0	0	0	false							
45038	24048	0	8306	24464	0	41555	0	0	0	0	110944	0	6344		28471	31399	12883	33249	104600	0	0	5894	0	0	5849	17926	17088	5937	23775	998	4293	1261	2146	18329	8698	0	0	5291	0	0	0	0	0	0	true							
45047	34119	0	15530	72396	0	98605	0	0	0	0	115894	0	12006		21830	18426	9532	81300	103888	1775	0	4008	0	0	13104	33835	2296	38	46920	4123	9687	266	0	27443	14076	0	0	13810	0	0	0	0	0	0	true							
45056	11599	0	2962	25807	0	38499	0	0	0	0	56186	0	14023		8119	32867	3157	35537	42163	0	0	1241	0	0	2518	5751	2030	272	8269	643	506	0	0	2452	1149	0	0	1149	0	0	0	0	0	0	true							
45430	25580	0	5080	36052	0	47654	0	0	0	0	78754	0	10004		17686	3655	9206	42574	68750	0	0	3644	0	0	15603	11386	6754	169	26989	13358	1636	614	0	16226	15607	0	0	14993	0	0	0	0	0	0	true							
45458	27951	0	17491	97204	0	97204	0	0	1000	0	94131	0	15615		15497	40883	5791	79713	78516	0	0	1690	1000	1000	5927	10852	4088	1679	16779	973	1514	264	0	7049	2751	647	0	2487	0	0	0	0	0	0	true							
45551	247587	7	141636	648234	0	654044	0	0	19357	0	387294	0	9170		65080	2510	21297	512294	378124	107	0	6023	19357	14357	37072	57339	23786	1476	90919	5721	9491	2312	0	54593	17524	149291	0	13831	0	0	0	0	0	0	true							
45560	388164	0	11579	288087	0	312321	0	0	0	0	2317442	0	31751		23422	1615033	8394	300492	2285479	250	212	3044	0	0	23404	27557	8443	0	48702	80752	170457	3632	0	35982	254841	0	0	251009	0	0	0	0	0	0	true	28984	24232	232157	435714	263463	124701	
45775	25641	0	0	29627	0	55693	0	0	0	0	126120	0	1882		25871	48389	15680	55693	124238	0	0	8227	0	0	7959	20416	14662	3926	28375	418	3610	776	323	21092	5127	0	0	4028	0	0	0	0	0	0	false							
46053	94313	1	12988	79442	0	141058	0	0	0	0	133898	0	6406		17298	0	6196	128064	127492	5	0	1889	0	0	5112	11324	8456	1188	16356	6586	3182	3207	530	8782	13505	0	0	9768	0	0	0	0	0	0	true							
46941	31851	0	11453	51200	0	94794	0	0	0	0	92035	0	1851		12640	38163	6656	81850	89936	1491	248	3254	0	0	3530	7315	4487	2756	10845	1100	2579	254	0	5448	3933	13422	0	3679	0	0	0	10942	0	13422	true							
47247	53217	86	8889	307645	0	319453	0	0	80822	0	299956	12758	15161		19928	117150	7164	291448	271177	19030	860	2455	0	0	6235	12276	15774	2473	18243	262	15189	46753	30629	16830	92833	0	10052	5399	145	0	0	0	0	0	true							
47256	13341	0	1507	8722	0	14420	0	0	0	0	29016	0	2483		6299	3181	1936	12913	26533	0	0	372	0	0	3203	5228	2968	137	8430	0	519	439	0	5237	958	0	0	519	2487	0	0	0	0	0	false							
47452	6115	0	9974	16979	0	31730	0	0	0	0	31333	0	0		1973	20804	1054	21756	31333	0	0	242	0	0	1191	2257	244	127	3342	0	595	0	0	1846	595	0	0	595	0	0	0	0	0	0	true							
47500	109376	0	13676	97338	0	149540	0	0	4243	0	252129	0	3250		40692	47576	23188	135615	236693	249	12186	7692	223	223	16186	32888	13980	5133	49074	3982	18739	4270	0	27494	26991	19418	4020	22721	12169	0	0	18691	0	18691	true							
48057	24498	20	20845	27165	0	71732	0	0	0	0	51229	0	6713		9459	1063	5346	50867	44516	0	0	3258	0	0	3064	5399	5646	2877	8463	2365	1977	2569	1771	7526	8683	0	0	4342	0	0	0	0	0	0	true							
48150	4585	0	771	9846	0	13429	0	0	0	0	20591	0	1891		5980	5906	1246	12658	18700	0	0	373	0	0	2921	3325	1993	1230	6246	258	0	373	0	3489	631	0	0	258	0	0	0	0	0	0	true							
48374	137632	0	58277	261619	0	561018	0	0	10836	0	669574	0	6976		133818	107032	65151	502196	661657	545	941	30568	10836	5650	56416	123915	101780	2976	178825	30782	43432	65322	287	151269	139823	1622	0	74214	696	0	0	0	0	0	true							
48440	18096	0	1560	57009	0	57295	0	0	9867	0	104319	0	8039		22983	56014	4459	38710	96280	17025	0	1144	9867	6000	6668	11011	5249	5620	15679	653	1008	0	0	5566	1661	1001	0	1661	0	0	0	0	0	0	true							
49054	13545	0	582	66271	0	72488	0	0	76971	0	158704	0	213		83535	49412	0	71906	158491	0	0	0	76971	12342	4042	19174	23105	45636	23216	550	2354	885	0	8422	3789	0	0	2904	0	0	0	0	0	0	true							
49148	25874	0	14482	25363	0	61324	0	0	0	0	47753	0	5795		9560	1574	4734	46842	41958	0	0	1520	0	0	2062	7457	3302	1325	9519	4535	1124	0	500	4586	6159	0	0	5659	0	0	0	0	0	0	true							
49241	77435	0	80234	297012	0	577682	0	0	0	0	439647	0	52270		47468	212709	22164	495292	382876	2156	4501	8588	0	0	37514	49419	16067	531	86932	18236	22018	4273	1447	56062	45974	0	0	40254	0	0	0	0	0	0	true							
49652	17100	0	8888	41875	0	65110	0	0	0	0	56575	0	11499		7122	22526	2260	55725	43633	497	1443	863	0	0	1128	5561	5322	1133	6689	576	2200	523	505	6021	3804	5129	0	2776	1443	4384	0	0	0	4384	true							
49858	14030	0	35	48324	0	56106	0	0	0	0	65865	0	0		11857	7329	818	56071	65865	0	0	0	0	0	2187	11475	14889	188	13662	2111	5492	8164	0	16882	15767	0	0	7603	0	0	0	0	0	0	false							
49951	12362	0	17819	10775	0	43190	0	0	0	0	64605	0	4481		8770	7785	2116	25371	60124	0	0	858	0	0	10549	15206	3335	335	25747	4504	7945	2583	0	20654	15032	0	0	12449	4505	0	0	0	0	0	false							
50144	10091	0	4982	14973	0	25512	0	0	0	0	58630	0	922		19160	9484	8034	20530	57708	0	0	2528	0	0	3547	7835	15538	4097	11382	1338	3324	2599	777	11857	8038	0	0	4662	0	0	0	0	0	0	false							
50461	102	0	0	27741	0	27741	0	0	871	0	17406	0	0		599	11201	348	27741	14876	0	2530	221	871	149	1173	1540	1619	0	2713	0	0	1770	0	3734	1770	0	0	0	0	0	0	0	0	0	false							
51253	54057	0	26132	199259	0	199259	0	0	145783	0	609582	0	37232		185610	228764	12325	172735	509350	392	63000	5913	144782	40126	35555	98391	74491	83188	133946	6396	18964	9321	455	106015	35136	6076	1001	25360	54618	0	0	0	0	0	true							
51356	9117	0	1048	13802	0	23010	0	0	0	0	33551	0	0		4826	0	4347	21962	33551	0	0	0	0	0	1739	4875	2755	0	6614	2076	4341	8647	0	4544	15064	0	0	6417	0	0	0	0	0	0	false							
51459	36714	0	8109	90926	0	145318	0	0	0	0	165936	0	64124		16522	63005	6219	137209	101708	0	104	2294	0	0	7674	18565	3208	10	26239	21374	15112	273	0	12935	36759	300	0	36486	565	0	0	0	0	0	true							
51842	145553	1117	15269	80462	0	132825	0	0	2243	0	234195	0	21622		30306	347	16139	116439	191703	0	20870	3539	248	248	21396	28793	26218	2301	50189	6160	3427	0	0	48402	9587	11626	1995	9587	26170	0	0	0	0	0	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
52951	30318	0	54393	211088	0	211088	0	0	8138	0	136391	0	23500		21175	18710	5626	156695	111265	0	1626	2373	8138	0	10081	30957	6508	1751	41038	8301	22974	6791	0	28122	38066	0	0	31275	1626	0	0	0	0	0	true							
53051	14361	0	2340	38510	0	49139	0	0	0	0	44698	0	1665		8886	9872	3071	46799	43033	0	0	762	0	0	2614	8541	4617	2647	11155	300	803	436	507	9533	2046	0	0	1103	0	0	0	0	0	0	true							
54058	28298	0	2345	51438	0	86603	0	0	0	0	269537	0	25570		39239	148218	19381	84258	242822	0	1145	9631	0	0	15954	22770	22974	8375	22141	3785	8610	7432	3121	30835	22948	0	0	12395	897	0	0	0	0	0	true							
54656	224786	0	92212	220606	0	365214	0	0	0	0	840428	0	226499		91259	150971	104926	273002	613929	0	0	209	0	0	69250	158490	25959	1628	227740	62614	136157	10220	353	164068	209344	0	0	198770	0	0	0	0	0	0	true	104142	57325	83370	67601	110770	114016	
54973	3290389	48	89020	292505	0	466814	0	0	0	0	7833192	0	33799		202509	4134830	117615	359621	7789187	18125	10206	8997	0	0	74372	118170	84201	25503	192542	38453	55148	8491	3634	99737	105726	0	0	93601	0	0	0	0	0	0	true	78979	34052	2625412	1499792	3073109	216472	
55336	187872	0	439	192216	0	319137	0	0	0	0	255227	0	0		19675	18622	12364	318698	255227	0	0	5246	0	0	8061	16497	10895	4204	23442	1563	2852	3857	804	19982	9076	0	0	4415	0	0	0	0	0	0	true							
55635	6171	21	465	27230	0	40230	0	0	1675	0	80258	0	15138		4506	16400	242	39394	47888	350	17232	242	1675	1675	10891	26243	6892	50	37134	4560	3785	5267	0	39569	13612	26533	0	8345	1982	0	0	0	0	0	false							
55653	20371	687	3657	88223	0	110984	0	0	0	0	41458	0	2		5963	11770	1247	106620	41456	20	0	0	0	0	2006	3386	2119	253	5392	0	739	813	0	1801	1552	0	0	739	0	0	0	0	0	0	true							
55970	238435	5	3	151957	0	249629	0	0	0	0	318133	0	0		20307	34090	15819	249621	318133	0	0	6866	0	0	7848	15821	11930	2673	23669	2014	2728	2321	273	17965	7336	0	0	4742	0	0	0	0	0	0	true							
56258	33732	0	37556	68812	0	168588	0	0	20000	0	145147	0	6743		7596	73794	2283	131032	138404	0	0	272	20000	20000	14854	12066	4579	1559	2663	0	3398	602	563	25462	4563	0	0	3398	0	0	0	0	0	0	true							
56351	1378154	0	43835	175143	0	175143	0	0	0	0	3385293	0	305289		103866	1782439	43444	129663	3074537	1645	5467	14249	0	0	34572	87135	42425	10339	121707	12148	19618	15799	2664	70604	50229	226603	0	31766	0	0	0	0	0	0	true	4290	1108	903670	588512	635774	730968	
56548	155499	0	4360	71545	0	93209	0	0	192066	0	574698	0	23956		200067	62157	5802	88849	492528	0	58214	1922	192066	160090	128644	175123	7073	7306	303767	6709	31615	570	0	118080	38895	1221	0	38324	57725	0	0	0	0	0	true							
56717	529146	0	5930	72359	0	77035	0	0	2004	0	779052	0	66354		64396	122737	23146	71105	712698	0	0	8291	3	3	33861	52528	15083	3668	86388	11797	9166	553	512	40744	22028	61529	2001	20963	0	0	0	48178	0	48178	true							
57040	26604	15	3664	26680	0	54522	0	0	1488	0	112334	0	5290		28066	34809	9317	50843	107044	0	0	3413	0	0	13368	11708	11630	6392	25076	839	2113	4471	400	15032	7823	0	998	2952	0	0	0	0	0	0	true							
57451	84925	0	48459	112590	0	248421	0	0	0	0	376794	0	44271		53785	183185	23342	199962	332523	0	0	7841	0	0	19971	34360	26610	5947	52120	3854	7917	10025	0	33103	21796	1771	0	11399	0	0	0	0	0	0	true							
58225	72694	0	22377	99769	0	155060	0	0	0	0	206062	0	3739		48406	35161	21288	132683	202323	0	0	11048	0	0	18630	41733	16378	5576	60363	4520	7231	3104	1035	33911	15890	0	0	11751	0	0	0	0	0	0	true							
58243	393891	0	158178	2299965	0	2948927	0	0	0	0	2283310	0	26752		126901	1644718	58963	2790749	2256442	0	116	10564	0	0	54301	98914	38283	4064	153215	18849	26743	2801	746	68661	49139	8579	0	45592	0	0	0	0	0	0	true	253403	650338	983427	661290	362676	31215	
58355	5502	0	1284	10052	0	19889	0	0	0	0	33798	0	927		2803	19186	547	18600	31991	5	880	0	0	0	2404	4132	597	150	6536	905	921	0	0	4480	1826	0	0	1826	0	0	0	0	0	0	true							
58551	48363	0	19999	46274	0	92973	0	0	0	0	122666	0	44435		17147	2047	1956	72974	78231	0	0	1495	0	0	8370	22171	6620	0	30541	3889	25636	5569	0	20015	35094	0	0	29525	2480	0	0	0	0	0	false							
