"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
93543		20220630	Springs Valley Bank & Trust	4419	French Lick	IN	47432	
93619		20220630	STATE STREET BANK AND TRUST COMPANY, N.A.	24938	New York	NY	10104	
94139		20220630	Merchants & Marine Bank	12203	Pascagoula	MS	39567	
94522	549300JJ8BTDDILW4H12	20220630	Benchmark Community Bank	20484	Kenbridge	VA	23944	
94755		20220630	Sundance State Bank	1169	Sundance	WY	82729	
94858		20220630	Adrian Bank	8251	Adrian	MO	64720	
95051		20220630	ONE AMERICAN BANK	6078	CENTERVILLE	SD	57014	
95677		20220630	Rockland Savings Bank, Fsb	28369	Rockland	ME	04841	
96553		20220630	HERSHEY STATE BANK	19809	HERSHEY	NE	69143	
97055		20220630	HENDERSON STATE BANK	17229	HENDERSON	NE	68371	
97279		20220630	Woodsfield Savings Bank	32292	Woodsfield	OH	43793	
97457		20220630	CITIZENS BANK	22601	BUTLER	MO	64730	
97804	5493002578XYSRFY2C51	20220630	MountainOne Bank	90253	North Adams	MA	01247	
97943		20220630	Marion County State Bank	15272	Pella	IA	50219	
98351		20220630	The Citizens State Bank of Ouray	1779	Ouray	CO	81427	
98463	549300ZRZZ5VMD9PF263	20220630	Citizens Bank	17809	Corvallis	OR	97339	
98717		20220630	Eastbank, National Association	25749	New York	NY	10013	
99143	549300GBVMYJH2LR0T53	20220630	Merchants and Planters Bank	16464	Newport	AR	72112	
99376	5493001GAASLCSP1PB64	20220630	National Cooperative Bank, N.A.	32612	Arlington	VA	22202	
99442		20220630	BANK OF COMMERCE	9359	GREENWOOD	MS	38930	
99536		20220630	One Bank of Tennessee	8432	Cookeville	TN	38501	
99853	549300V1IRWX41I6ZD31	20220630	First State Bank	9879	Noble	OK	73068	
100236		20220630	Sunmark Community Bank	16825	Hawkinsville	GA	31036	
100357		20220630	Legend Bank, N. A.	3108	Bowie	TX	76230	
100562	549300W0YBCUV18HSR42	20220630	Tri Counties Bank	21943	Chico	CA	95973	
100777	549300GJHCU3PV11PY25	20220630	cfsbank	29672	Charleroi	PA	15022	
100843	549300CCQSH6ZSQHNS49	20220630	FNBC Bank	1294	Ash Flat	AR	72513	
101037	549300Z78KW88BIQNR50	20220630	First American Bank And Trust	8149	Vacherie	LA	70090	
101439		20220630	Durden Banking Company, Inc.	15336	Twin City	GA	30471	
101671	549300EZG6KIP4HOUR65	20220630	Adirondack Bank	28380	Utica	NY	13501	
101738	549300KJAE0JN2Z6YV76	20220630	Great Southern Bank	8552	Meridian	MS	393021271	
101952		20220630	Brady National Bank	3109	Brady	TX	76825	
102333		20220630	Wilkinson County Bank	10074	Irwinton	GA	31042	
102342		20220630	RACCOON VALLEY BANK	00245	PERRY	IA	50220	
102539		20220630	Community Banks Of Shelby County	920	Cowden	IL	62422	
102557		20220630	Foundation One Bank	18761	Waterloo	NE	68069	
102874		20220630	Paper City Savings Association	29676	Wisconsin Rapids	WI	54494	
103134	549300MBMOGVR0JTH061	20220630	THE BANK OF COMMERCE	1374	WHITE CASTLE	LA	70788	
104234		20220630	The Harrison County Bank	9030	Lost Creek	WV	26385	
104542		20220630	Marseilles Bank	16318	Marseilles	IL	61341	
104971	98450053A00A8LC40556	20220630	Martinsville First Savings Bank	29685	Martinsville	VA	24112	
105026		20220630	The Farmers Bank Of Willards	5885	Willards	MD	21874	
105473		20220630	HOME FEDERAL BANK OF TENNESSEE	29683	KNOXVILLE	TN	37902	
105530		20220630	Farmers State Bank	13775	Mountain City	TN	37683	
106359	549300ZL6THC5R7VUP98	20220630	First Fidelity Bank	23473	Oklahoma City	OK	73118	
106452		20220630	The Pueblo Bank And Trust Company	12594	Pueblo	CO	81003	
106676		20220630	Bar Harbor Savings and Loan Association	30878	Bar Harbor	ME	04609	
107244	549300VYK2WBD7SST478	20220630	Bank OZK	110	Little Rock	AR	722318811	
107459		20220630	The Corder Bank	9374	Corder	MO	64021	
107570		20220630	First Federal Savings Bank	29690	Huntington	IN	46750	
107758		20220630	Bonanza Valley State Bank	10993	Brooten	MN	56316-0400	
108072		20220630	Buffalo Federal Bank	29696	Buffalo	WY	82834	
108269		20220630	THE FIRST NATIONAL BANK OF MOODY	03351	MOODY	TX	76557	
108652		20220630	First National Bank Of Buhl, The	5105	Buhl	MN	55713	
108746		20220630	MASON CITY NATIONAL BANK	16198	MASON CITY	IL	62664	
108951		20220630	Reliabank Dakota	16221	Estelline	SD	57234	
109136		20220630	Peoples Bank & Trust	25795	Buford	GA	30518	
109154		20220630	FIRST SECURITY BANK	09728	BYRON	MN	55920	
109453		20220630	BankStar Financial	496	Elkton	SD	57026	
109574	549300T92XVMWQW75772	20220630	Haverhill Bank	26411	Haverhill	MA	01831	
109659	549300IFU5D50EZHEU18	20220630	Louisiana National Bank	15059	Ruston	LA	71270	
110413	549300KYZ21NWSUOYP36	20220630	Sutton Bank	5962	Attica	OH	44807	
110936		20220630	Banco do Brasil Americas	26725	Miami	FL	331311806	
110945		20220630	United Southern Bank	9309	Hopkinsville	KY	42240	
110972		20220630	First Federal Savings Bank Of Washington	29710	Washington	IN	47501	
111157		20220630	Bank of Lindsay	19087	LINDSAY	NE	68644	
111205	549300DK2AEMKCO4JZ92	20220630	Partners Bank	17115	Sanford	ME	04073	
111942	254900TQL77TN5I01K05	20220630	Fortifi Bank	5286	Berlin	WI	54923	
111979		20220630	Security State Bank	13232	Centralia	WA	98531	
112163	549300A2N0IEBKSB5I23	20220630	Guaranty Bank & Trust	1208	Mount Pleasant	TX	75455	
112332	254900FN90BBXGBCPB30	20220630	First National Bank Of Hartford	2804	Hartford	AL	36344	
112510		20220630	The Baltic State Bank	17759	Baltic	OH	43804	
112556		20220630	State Bank Of Chandler	8858	Chandler	MN	56122	
112837	207ALC1P1YM0OVDV0K75	20220630	Capital One-National Association	4297	McLean	VA	22102	
113003		20220630	Stafford Savings Bank	18227	Stafford Springs	CT	06076	
113030		20220630	Farmers State Bank	19720	Dublin	GA	31021	
113441	549300H3GIHYP3MB0302	20220630	FARMERS STATE BANK	14578	LaGrange	IN	467611808	
113601		20220630	Bank of New England	24540	Salem	NH	3079	
113740		20220630	First State Bank	15032	Eastpointe	MI	48021	
114149	5493007D2VPXSKV4K019	20220630	PARTNERS BANK OF WISCONSIN	12513	MARSHFIELD	WI	54449	
114260	25490089V5DJHFQMOA03	20220630	First National Bank Alaska	16130	Anchorage	AK	99510	
114457		20220630	FIRST NATIONAL BANK AND TRUST, ELK CITY	4086	ELK CITY	OK	73648	
114774		20220630	Abbeville Building & Loan, A State Chartered Savings Bank	30332	Abbeville	LA	70510	
114840	549300JOYC0RUSF9DL04	20220630	First State Bank	13632	Russellville	AR	72802	
114859		20220630	First Bank And Trust Company	5438	Minden	NE	68959	
115146		20220630	ST ANSGAR STATE BANK	17259	ST ANSGAR	IA	50472	
115575	549300URUSGWHXJ4OZ19	20220630	Coastal Heritage Bank	26591	Weymouth	MA	02188	
116358		20220630	State Bank of Cold Spring	12444	Cold Spring	MN	56320	
116554		20220630	First State Bank	18924	Elmore City	OK	73433	
116741		20220630	United Bank and Trust Company	14247	Hampton	IA	504410555	
117038		20220630	HNB FIRST BANK	2805	HEADLAND	AL	36345	
117074		20220630	Colonial Federal Savings Bank	28481	Quincy	MA	02170	
117458		20220630	BankFirst	20130	Norfolk	NE	68702	
117775	549300KW34EI33NI2M71	20220630	The Southern Bank Company	29731	Gadsden	AL	359010000	
118156		20220630	SECURITY BANK & TRUST CO	9172	PARIS	TN	38242	
118660		20220630	HOME BANK OF CALIFORNIA	26271	SAN DIEGO	CA	92123	
118736	5493003CEZ9JGZYJ4J88	20220630	Bank of Yazoo City	11431	Yazoo City	MS	39194	
119153	549300XTFXREUXEWLW38	20220630	THE SECURITY NATIONAL BANK OF ENID	14966	ENID	OK	73701	
119528		20220630	The Farmers National Bank Of Emlenton	7875	Emlenton	PA	16373	
119779	549300TXW4YZE1CSWA75	20220630	Cape Cod Co-Operative Bank	26517	Yarmouth Port	MA	02675	
119872	549300QHFDNFAMLATM94	20220630	First Seacoast Bank	29744	Dover	NH	03820	
120476		20220630	Argentine Federal Savings	28507	Kansas City	KS	66106	
120542	TSQQR4KZYLBZ0MLQ5D71	20220630	State Bank Of Chilton	12331	Chilton	WI	53014	
120609	549300JBZ3MK7Z4FI764	20220630	Thomaston Savings Bank	18258	Thomaston	CT	06787	
120953		20220630	FARMERS STATE BANK	1686	PARKSTON	SD	57366	
121642	549300SFG15JDKI5MD22	20220630	BankPlus	5903	Belzoni	MS	39038	
121651	549300T6478PB8BCDW25	20220630	Jonesboro State Bank	9325	Jonesboro	LA	71251	
121914	549300YUVOQXC2XL4P90	20220630	Community State Bank Of Orbisonia	16976	Orbisonia	PA	17243	
122153		20220630	JACKSON PARISH BANK	8799	JONESBORO	LA	71251	
122546		20220630	First National Bank Of Sandoval, The	3834	Sandoval	IL	62882	
122854	549300YCCZTMBHGTNQ79	20220630	Independent Bank DBA Independent Financial	3076	McKinney	TX	75070	
123075		20220630	Milton Savings Bank	28637	Milton	PA	17847	
123374		20220630	Beauregard Federal Savings Bank	30339	Deridder	LA	70634	
124344	6354007NTMKKVRF11P73	20220630	Bank of Sun Prairie	13565	Sun Prairie	WI	535902225	
124830		20220630	Bank of Camilla	17190	Camilla	GA	317300111	
125154		20220630	FSNB, National Association	16416	Lawton	OK	73501	
125855		20220630	Sabine State Bank And Trust Company	8141	Many	LA	71449	
125873	549300RZPBSWl1W4LT95	20220630	Clay County Savings Bank	29764	Liberty	MO	64068	
126012		20220630	Champlain National Bank	7356	Willsboro	NY	12996	
126049	549300RPCSICP6848N30	20220630	Connect Bank,Inc.	5634	Star City	AR	71667	
126375		20220630	VIDALIA FEDERAL SAVINGS BANK	29772	VIDALIA	GA	30474	
126553	549300TWX5Q3V5VXNF89	20220630	North Shore Bank Of Commerce	8850	Duluth	MN	55802	
126834		20220630	Citizens Bank	893	Carthage	TN	37030	
127055		20220630	WESTERN NATIONAL BANK	5131	DULUTH	MN	55807	
127224		20220630	First United National Bank	7886	Fryburg	PA	16326	
128258		20220630	WESTERN DAKOTA BANK	492	Timber Lake	SD	576560998	
128904	X8V2II80XTQHRH7NCB19	20220630	Eastern Bank	32773	Boston	MA	02110	
129349		20220630	FIRST NATIONAL BANK OF STEELEVILLE	1049	STEELEVILLE	IL	62288	
129358	5493004WQK3PHW1SDP63	20220630	VALOR BANK	9467	EDMOND	OK	73013	
129479	549300YD9NNO7W7TSI64	20220630	Wheatland Bank	22939	Spokane	WA	992010813	
129732	54930011HPXXLJN2D407	20220630	Byline Bank	20624	Chicago	IL	60601	
129853		20220630	Commercial State Bank Of Wagner	9932	Wagner	SD	57380	
129910	549300Q3RKNDNMSDEE10	20220630	PEOPLES EXCHANGE BANK	8785	WINCHESTER	KY	40391	
130345	54930098WTIWNSB1OV47	20220630	Community State Bank	9536	Union Grove	WI	53182	
130541	P7GC0W65KB5CEIHLDX81	20220630	Horizon Bank	4360	Michigan City	IN	46360	
130813	5493008X303QT73TU753	20220630	Liberty National Bank	6516	Ada	OH	45810	
131436		20220630	FIRST BANK	9620	CLEWISTON	FL	33440	
131717		20220630	Farmers State Bank, Inc.	5838	Booneville	KY	41314	
131940		20220630	Waldo State Bank	8700	Waldo	WI	53093	
132107	549300DDRY04AJC3ZZ52	20220630	Androscoggin Savings Bank	17751	Lewiston	ME	04243	
132451		20220630	The First National Bank Of Louisburg	4722	Louisburg	KS	66053	
132778		20220630	Homestead Savings Bank	28667	Albion	MI	49224	
132938		20220630	Planters & Citizens Bank	10072	Camilla	GA	31730	
133579		20220630	The Bank Of Bennington	30350	Bennington	VT	5201	
133850	549300RZFHIGIM84KN09	20220630	First Citizens National Bank	4972	Dyersburg	TN	38024	
133971		20220630	LISLE SAVINGS BANK	29800	LISLE	IL	60532	
134156		20220630	FIRST CENTRAL BANK	10637	CAMBRIDGE	NE	69022	
134437		20220630	Troy Bank and Trust Company	5598	Troy	AL	36081	
134455		20220630	Tensas State Bank	8533	Newellton	LA	71357	
134848		20220630	Teutopolis State Bank	11708	Teutopolis	IL	62467	
135836		20220630	South Lafourche Bank & Trust Company	19755	Larose	LA	70373	
135854		20220630	Heartland State Bank	9007	Redfield	SD	57469	
136048		20220630	Peoples Savings Bank	14868	Wellsburg	IA	50680	
136338	549300NG6J01HLGSZW49	20220630	Merchants & Farmers Bank & Trust Company	9319	Leesville	LA	71446	
136459		20220630	Gates Banking And Trust Company	10306	Gates	TN	38037	
136655		20220630	LYNDON STATE BANK	12135	LYNDON	KS	66451	
137205	549300P0GXZAWI355052	20220630	Machias Savings Bank	19531	Machias	ME	04654	
137447		20220630	The FNB Community Bank	3840	Vandalia	IL	62471	
137456		20220630	The Bank of Beaver City	11862	Beaver	OK	73932	
137559		20220630	Farmers National Bank	4611	Phillipsburg	KS	67661	
137643		20220630	West Iowa Bank	9105	West Bend	IA	505970407	
137652		20220630	University Bank	14587	Ann Arbor	MI	48104	
137915	549300GK8CWYLPIWOV65	20220630	EMIGRANT BANK	12054	NEW YORK	NY	10017	
138051		20220630	FARMERS STATE BANK of Aliceville	18120	Westphalia	KS	66093	
138257		20220630	The First National Bank Of Aspermont	3079	Aspermont	TX	79502	
138556		20220630	Home Banking Company	9196	Selmer	TN	38375	
139133	2549002AOWUCD3BSTP80	20220630	AmeriFirst Bank	2838	Montgomery	AL	36116	
139478		20220630	Harleysville Bank	31461	Harleysville	PA	19438	
139553	254900R24PHQB7GDFD26	20220630	Mabrey Bank	10667	Bixby	OK	74008	
139656	549300TJF420N3F01V87	20220630	Equity Bank	25858	Andover	KS	67002	
139740	89Z2WRK82BORVH42CP71	20220630	West Bank	15614	West Des Moines	IA	50266	
139834		20220630	CITIZENS STATE BANK	22523	VERNON	AL	35592	
139843	549300TWHZRVTZ8RYT46	20220630	First Farmers Bank And Trust Company	12839	Converse	IN	46919	
140157		20220630	Homestead Bank	11482	Cozad	NE	69130	
140362		20220630	SUNWEST BANK	20164	IRVINE	CA	92614	
140634		20220630	First State Bank Of Randolph County	2157	Cuthbert	GA	39840	
141211	549300P4SRSJ2Z85RM43	20220630	THE MUNCY BANK AND TRUST COMPANY	10678	MUNCY	PA	177560179	
141341	549300MJJ1F286G37Q13	20220630	Bank Of Carbondale, The	10828	Carbondale	IL	62901	
141350		20220630	The First State Bank	2301	Boise City	OK	73933	
141556		20220630	Stearns Bank National Association	10988	Saint Cloud	MN	56301	
141677		20220630	First Savings And Loan Association	30358	Mebane	NC	27302	
141958		20220630	Bank of Gleason	02379	Gleason	TN	38229	
142049		20220630	Bank 1St	13816	West Union	IA	52175	
142179		20220630	Streator Home Savings Bank	30357	Streator	IL	61364	
142955	549300HUGQ1D4T4GJH13	20220630	Spiritbank	4048	Tulsa	OK	74135	
143372		20220630	Progressive Ozark Bank	31488	Salem	MO	65560	
143662	IFQSIUC9AGQV2NE8CN25	20220630	Umpqua Bank	17266	Roseburg	OR	97470	
143859		20220630	Nebraska Bank	16116	Dodge	NE	68633	
143952		20220630	The First Bank Of Baldwin	5336	Baldwin	WI	54002	
144034		20220630	BANK OF CLEVELAND	26955	CLEVELAND	TN	37320	
144052	2549006U8SXATH10WI14	20220630	EXCHANGE BANK & TRUST	4619	ATCHISON	KS	660020189	
144155	549300J40Q51KLQJLO73	20220630	Sterling State Bank	17863	Austin	MN	55912	
144678		20220630	First Federal Savings And Loan Association Of Lorain	29838	Lorain	OH	44053	
144856	549300AO417FCNJGKM49	20220630	First State Bank and Trust	10159	Bayport	MN	55003	
144913	549300ZUTKMSWP8JCE68	20220630	THE NEFFS NATIONAL BANK	7646	NEFFS	PA	18065	
145059		20220630	Bank Of Halls	10315	Halls	TN	38040	
145545	5493002GOGIUXB84JB89	20220630	FIRST NATIONAL BANK OF WATERLOO	3842	WATERLOO	IL	62298	
145554	549300R6P9WVVQOQF705	20220630	First National Bank And Trust Company Of Broken Arrow, The	4050	Broken Arrow	OK	74012	
145741	549300DUVDQ4UATCVD64	20220630	Farmers & Merchants State Bank	15610	Winterset	IA	502730029	
145844	549300BM59EMYEJ5Q179	20220630	The Fountain Trust Company	5768	Covington	IN	47932	
146056		20220630	Allnations Bank	4051	Calumet	OK	73014	
146663		20220630	SAVINGS BANK OF MENDOCINO COUNTY	8011	UKIAH	CA	95482	
146672	SS1TRMSN6BRNMOREEV51	20220630	Flagstar Bank, FSB	32541	Troy	MI	48098	
147651		20220630	Community State Bank Of Canton	26416	Canton	OK	73724	
147679		20220630	Ascendia Bank	28729	Hawthorne	NJ	07506	
147857		20220630	First Bank Blue Earth	5097	Blue Earth	MN	56013	
147923	254900V8I9VCMXEYVD93	20220630	Bank Of Ocean City	5867	Ocean City	MD	21842	
148171		20220630	Golden Belt Bank, FSA	28735	Hays	KS	67601	
148238		20220630	PEOPLES BANK	9489	CLIFTON	TN	38425	
148340		20220630	Union State Bank	14982	Winterset	IA	50273	
148470		20220630	1st Bank of Sea Isle City	30367	Sea Isle City	NJ	08243	
148715		20220630	PBK Bank	9313	Stanford	KY	40484	
148920		20220630	THE REPUBLIC BANKING COMPANY	9865	REPUBLIC	OH	44867	
149150		20220630	CITIZENS STATE BANK	2467	CADOTT	WI	547270066	
150035		20220630	First Farmers And Merchants Bank	1487	Columbia	TN	38401	
150044	2549004W2JKWS6P17T44	20220630	United Bank of Michigan	11807	Grand Rapids	MI	495463676	
150727		20220630	The Richwood Banking Company, Inc.	12978	Richwood	OH	43344	
151546		20220630	Security National Bank	3845	Witt	IL	62094	
151957	549300OYN1WD4APNOU82	20220630	First State Bank	13622	Gothenburg	NE	69138	
152057	549300UBGRF9FQB7X471	20220630	BANK OF COMMERCE	13274	CHELSEA	OK	74016	
152253		20220630	Castle Rock Bank	1913	Castle Rock	MN	55010	
152431	549300110N83KRID7Q56	20220630	Longview Bank & Trust	16479	Chrisman	IL	61924	
152440		20220630	CENTRAL STATE BANK	8487	CLAYTON	IL	62324	
153054	254900YAD0R5TBY92Y41	20220630	The Northwestern Bank	2468	Chippewa Falls	WI	54729	
153353	54930091IM32ECQG7562	20220630	PEOPLES BANK AND TRUST COMPANY	1365	MCPHERSON	KS	674601226	
154154	549300HCWCQYV87S4729	20220630	The First National Bank & Trust Co	4062	Chickasha	OK	730181130	
154770	549300L1RVMMHUVKTQ94	20220630	Mutualone Bank	26395	Framingham	MA	01701	
155759		20220630	Cleo State Bank	406	Cleo Springs	OK	73729	
156457		20220630	Hometown Community Bank	10197	Cyrus	MN	56323	
156635		20220630	Colchester State Bank	18855	Colchester	IL	62326	
156970		20220630	Family Bank	29357	Pelham	GA	31779	
157155		20220630	Thayer County Bank	11475	Hebron	NE	68370	
157379	2549007JFUKTY2NW6090	20220630	Methuen Co-Operative Bank	26512	Methuen	MA	01844	
157650	54930081G6XP5CHXGX15	20220630	Minnesota Lakes Bank	23986	Delano	MN	55328	
157744	549300NZ54QGM0WNLC84	20220630	HOOSIER HEARTLAND STATE BANK	15566	CRAWFORDSVILLE	IN	47933	
157856		20220630	First Bank & Trust Company	15348	Clinton	OK	73601	
158376		20220630	First Federal Savings Bank of Angola	28769	Angola	IN	46703	
158741		20220630	Crossroads Bank	21486	Effingham	IL	62401	
159636		20220630	WIlson Bank & Trust	26962	Lebanon	TN	37087	
159645		20220630	State Bank of Reeseville	14960	Reeseville	WI	53579	
159953		20220630	OKLAHOMA BANK AND TRUST COMPANY	4067	CLINTON	OK	73601	
159971		20220630	Somerset Savings Bank, SLA	28778	Bound Brook	NJ	08805	
160360	254900N67KAPUJSOLE12	20220630	Oregon Pacific Banking Company Dba Oregon Pacific Bank	23007	Florence	OR	97439	
160454		20220630	First National Bank Of Ballinger, The	3087	Ballinger	TX	76821	
160650	549300Y9VUF5EK6HHR23	20220630	Charter Bank	23137	Eau Claire	WI	547015106	
160959		20220630	KS STATEBANK	19899	MANHATTAN	KS	66502	
161273	549300B3J2ZHX7QFH171	20220630	North Shore Bank, A Co-Operative Bank	26484	Peabody	MA	01960	
161602	549300RM7ARTTP3T1V93	20220630	Canandaigua National Bank And Trust Company, The	6985	Canandaigua	NY	14424	
162337	549300RUFHC5ZQDL8J10	20220630	Citizens Tri-County Bank	20818	Dunlap	TN	37327	
163343		20220630	Centrebank	15532	Veedersburg	IN	47987	
163549	549300TV5ZED3EINI708	20220630	IncredibleBank	19772	Wausau	WI	544020777	
163857		20220630	F&M BANK	12761	EDMOND	OK	73012	
164153		20220630	Lake Region Bank	10965	New London	MN	56273	
164331		20220630	Logan Bank & Trust Company	19285	Logan	WV	256010597	
164377	549300B7GCPQ437Y5E78	20220630	Sharon Bank	28793	Springfield	PA	19064	
164957		20220630	Concordia Bank	13788	Concordia	MO	64020	
164975	54930083CVF047DLXL67	20220630	STOUGHTON COOPERATIVE BANK	26513	STOUGHTON	MA	20720446	
165628	MV4O55SH8HO6KQSGW013	20220630	First Financial Bank	6600	Cincinnati	OH	45202	
165758		20220630	NEW MARKET BANK	1931	ELKO NEW MARKET	MN	55054	
166111		20220630	The North Country Savings Bank	16030	Canton	NY	13617	
166531		20220630	Bank of Frankewing	1484	Frankewing	TN	38459	
166652	549300SKSQ3IYUXJCH36	20220630	Alliance Bank	10973	Lake City	MN	55041	
166849		20220630	Farmers National Bank Of Griggsville	15928	Griggsville	IL	62340	
167453	254900MY1ZANX8HECH55	20220630	Bluff View Bank	8693	Galesville	WI	54630	
167752		20220630	Marion National Bank	4728	Marion	KS	668610295	
168357		20220630	Community Development Bank, fsb	10568	Ogema	MN	56569	
168571		20220630	Armor Bank	28812	Forrest City	AR	72335	
169327	549300IIUZTJI9AHIA30	20220630	Provident State Bank, Inc	8813	Preston	MD	21655	
169354		20220630	The State National Bank Of Big Spring	3103	Big Spring	TX	79720	
