"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
961576	268910	264617	6150	0	0	1723	0	0	264617	-126	0	-8	
961624	879524	984720	27930	0	0	0	0	0	984720	0	0	-133126	
961811	29114	33269	1566	0	0	1145	0	0	33269	0	0	-4576	
962313	11405	14449	541	0	0	203	0	0	14449	0	0	-3382	
962890	219295	206427	10914	0	15000	1000	0	0	206427	392	0	-12438	
962966	957136	18226	23435	6033	910300	0	0	0	18226	0	0	-858	
963002	44298	45818	968	0	0	0	0	0	45818	0	0	-2488	
963730	40471	37700	2771	0	0	0	0	0	37700	0	0	0	
963945	1173490	1097026	103082	0	2000	18513	0	-3623	1093403	0	0	-6482	
963954	6755	9405	164	0	0	197	0	0	9405	0	0	-2617	
964157	28601	31160	2074	0	0	400	0	0	31160	0	0	-4233	
964250	7954	12148	386	0	0	300	0	0	12148	0	0	-4280	
965051	6514	9345	374	0	0	146	0	0	9345	0	0	-3059	
965789	186227	180021	1926	0	0	0	0	0	180021	12364	0	-8084	
966272	14357	15661	635	0	0	0	0	0	15661	0	0	-1939	
966722	35902	45258	2251	0	0	469	0	0	45258	0	0	-11138	
966731	20518	28903	1710	0	0	708	0	0	28903	0	0	-9387	
966973	19591	19367	366	0	0	0	0	0	19367	0	0	-142	
967046	62865	88119	5001	0	0	3500	0	0	88119	0	0	-26755	
967952	17205	18818	493	0	0	0	0	0	18818	0	0	-2106	
968070	1000817	1107447	42908	0	0	71943	0	0	1107447	1004	0	-78599	
968155	10713	12897	-137	0	0	300	0	0	12897	0	0	-1747	
968249	30378	49077	1774	0	0	1500	0	0	49077	0	0	-18973	
968744	36692	44931	2192	0	0	0	0	0	44931	0	0	-10431	
969059	6164	8320	145	0	0	0	0	0	8320	0	0	-2301	
969255	30433	29372	3132	0	701	1655	0	0	29372	0	0	-1117	
969639	19872	22875	1332	0	0	0	0	0	22875	0	0	-4335	
969844	19860	19709	1597	0	12500	320	0	0	19709	0	0	-13626	
969956	6257	10065	286	0	0	0	0	0	10065	0	0	-4094	
970055	21511	31953	1366	0	0	868	0	-91	31862	0	0	-10849	
971070	13492	14720	594	0	0	0	0	0	14720	0	0	-1822	
971379	2233	2233	40	0	0	0	0	-40	2193	0	0	0	
971959	176196	220387	12622	0	0	10469	0	0	220387	0	0	-46344	
972143	12220	12604	722	0	0	100	0	0	12604	0	0	-1006	
972406	50299	50314	16168	0	0	16183	0	0	50314	0	0	0	
972648	164151	174258	9129	0	30000	635	0	0	174258	-4765	0	-43836	
972732	91668	112673	6100	0	0	471	0	0	112673	0	0	-26634	
972750	7653	9481	39	0	0	0	0	0	9481	0	0	-1867	
972769	82036	80613	4006	0	0	0	0	0	80613	0	0	-2583	
972862	97875	97748	7006	0	0	1205	0	0	97748	45	0	-5719	
973252	4194	6096	236	0	0	601	0	0	6096	0	0	-1537	
974558	16428	18448	68	0	0	0	0	0	18448	0	0	-2088	
974754	24695	62186	4542	0	6000	3420	0	0	62186	0	0	-44613	
975153	34051	37893	2114	0	0	1503	0	0	37893	0	0	-4453	
975256	48528	38213	3574	0	10702	3800	0	0	38213	0	0	-161	
975452	5254	4226	305	0	1000	100	0	0	4226	0	0	-177	
975555	24857	37706	320	0	0	0	0	0	37706	0	0	-13169	
975751	230183	224658	19275	0	0	13750	0	0	224658	0	0	0	
975854	37758	35804	3268	0	0	615	0	0	35804	0	0	-699	
976534	18792	22951	940	0	0	465	0	0	22951	0	0	-4634	
976552	70074	71222	3955	0	0	1200	0	0	71222	0	0	-3903	
976703	330179	308435	47419	0	0	22000	0	0	308435	0	0	-3675	
976954	1902	1922	-20	0	0	0	0	0	1922	0	0	0	
977045	5554	5793	638	0	0	760	0	0	5793	0	0	-117	
977250	40894	41119	1735	0	0	1000	0	0	41119	0	0	-960	
977616	24742	25844	1192	0	0	450	0	0	25844	0	0	-1844	
977652	14647	15629	857	0	0	544	0	0	15629	0	0	-1295	
977951	74247	83380	3318	0	0	1555	0	0	83380	0	0	-10896	
978118	195360	212057	14232	0	0	4104	0	0	212057	0	0	-26825	
978417	8637	8563	244	0	0	145	0	0	8563	0	0	-25	
978622	28055	38671	708	0	0	544	0	0	38671	0	0	-10780	
979133	10615	26785	-85	0	0	382	0	0	26785	0	0	-15703	
979151	21947	35930	1318	0	0	1162	0	0	35930	0	0	-14139	
979357	5322	5546	99	0	0	20	0	0	5546	0	0	-303	
979375	376697	381889	7446	0	0	0	0	0	381889	46	0	-12684	
979629	62407	70698	3582	0	0	1032	0	0	70698	121	0	-10962	
979759	30771	49494	1680	0	0	90	0	0	49494	0	0	-20313	
980438	21831	22416	1423	0	0	638	0	0	22416	0	0	-1370	
980531	88787	125277	5830	0	0	1993	0	0	125277	0	0	-40327	
980661	2242195	2642929	123035	0	-461	79000	0	0	2642929	5456	0	-449764	
980773	50123	60196	1568	0	0	0	0	0	60196	0	0	-11641	
980951	21919	32965	1489	0	0	600	0	0	32965	0	0	-11935	
980960	97707	89751	16456	0	0	8500	0	0	89751	0	0	0	
981275	909157	1034380	49195	0	0	52000	0	0	1034380	908	0	-123326	
981350	1819	1877	65	0	0	73	0	0	1877	0	0	-50	
981453	2408	4058	77	0	0	0	0	0	4058	0	0	-1727	
982142	108898	134894	7403	0	0	2950	0	0	134894	0	0	-30449	
982348	84979	104874	7343	0	0	1845	0	0	104874	0	0	-25393	
982553	46196	45314	2572	0	0	933	0	0	45314	0	0	-757	
983055	3201	3857	145	0	0	0	0	0	3857	0	0	-801	
983158	5017	4801	216	0	0	0	0	0	4801	0	0	0	
983457	155974	186009	6992	0	0	5000	0	0	186009	0	0	-32027	
983550	7571	19901	901	0	0	147	0	-3	19898	0	0	-13081	
984258	44784	57112	4182	0	0	400	0	0	57112	0	0	-16110	
984351	7368	12157	463	0	0	300	0	0	12157	0	0	-4952	
984454	6262	6726	158	0	0	0	0	0	6726	0	0	-622	
984650	61	850	-13	0	0	0	0	0	850	0	0	-776	
984856	13811	17240	1244	0	0	531	0	0	17240	0	0	-4142	
985451	5566	17177	1678	0	0	500	0	0	17177	0	0	-12789	
985479	41958	53434	4159	0	0	5987	0	0	53434	0	0	-9648	
986159	9576	10505	512	0	0	129	0	0	10505	0	0	-1312	
986551	13028	13908	997	0	0	0	0	0	13908	0	0	-1877	
986757	4484	4462	89	0	0	20	0	0	4462	0	0	-47	
986935	12479	20142	924	0	0	0	0	0	20142	0	0	-8587	
987053	45025	54479	1968	0	0	0	0	0	54479	0	0	-11422	
987231	28166	28208	1943	0	-56	1119	0	0	28208	0	0	-810	
987259	29274	35189	1820	0	0	1200	0	0	35189	0	0	-6535	
987352	31266	40394	1589	0	0	775	0	0	40394	0	0	-9942	
987576	6502	6456	46	0	0	0	0	0	6456	0	0	0	
987651	15587	18289	627	0	0	196	0	0	18289	0	0	-3133	
987848	9741	15408	476	0	0	144	0	0	15408	0	0	-5999	
988144	16691	35482	1953	0	0	1300	0	0	35482	0	0	-19444	
988153	49239	64188	4964	0	0	2750	0	0	64188	0	0	-17163	
988256	6642	6835	19	0	0	0	0	0	6835	0	0	-212	
988452	9106	24895	1384	0	0	700	0	0	24895	0	0	-16473	
989141	11547	16658	821	0	0	300	0	0	16658	0	0	-5632	
989347	41670	39964	2395	0	0	656	0	0	39964	0	0	-33	
989534	17611	17684	555	0	0	634	0	0	17684	0	0	6	
989730	27682	26739	1171	0	0	709	0	0	26739	1250	0	-769	
989758	13746	15249	509	0	0	600	0	0	15249	0	0	-1412	
989851	8858	12321	335	0	0	149	0	0	12321	0	0	-3649	
990053	17598	17773	1527	0	0	830	0	0	17773	0	0	-872	
990352	77669	87747	4615	0	0	3000	0	0	87747	0	0	-11693	
990642	24754	31412	1413	0	0	425	0	0	31412	0	0	-7646	
991078	5415	5345	70	0	0	0	0	0	5345	0	0	0	
991135	8369	10283	512	0	0	0	0	0	10283	0	0	-2426	
991340	842331	907231	57044	0	0	24794	0	0	907231	0	0	-97150	
991359	21379	19886	1640	0	0	0	0	0	19886	0	0	-147	
991555	11120	21391	812	0	0	300	0	0	21391	0	0	-10783	
991621	52155	59695	3496	0	0	1400	0	0	59695	0	0	-9636	
991854	1583	1550	41	0	0	0	0	0	1550	0	0	-8	
992851	16382	30728	2097	0	0	0	0	0	30728	0	0	-16443	
993250	17955	19522	666	0	0	250	0	0	19522	0	0	-1983	
994435	75945	95117	5809	0	0	5219	0	0	95117	60	0	-19822	
994770	3076	2975	101	0	0	0	0	0	2975	0	0	0	
995076	249064	228533	26306	0	0	5628	0	0	228533	0	0	-147	
995272	125237	127621	1232	0	0	0	0	0	127621	0	0	-3616	
995517	42450	42504	2169	0	0	333	0	0	42504	0	0	-1890	
995571	16670	23316	1962	0	0	1400	0	0	23316	0	0	-7208	
995674	14074	12106	1356	0	1150	538	0	0	12106	0	0	0	
995955	4321	5080	102	0	0	104	0	0	5080	0	0	-757	
996260	609036	600621	23691	0	0	0	0	0	600621	0	0	-15276	
997155	8754	9623	517	0	0	180	0	0	9623	0	0	-1206	
997557	5366	9752	308	0	0	139	0	0	9752	0	0	-4555	
997847	66336	83759	4587	0	0	2123	0	0	83759	0	0	-19887	
998358	3178	6953	318	0	0	77	0	0	6953	0	0	-4016	
998648	17463	20626	801	0	0	300	0	-53	20573	0	0	-3611	
998657	8378	8465	343	0	0	0	0	-59	8406	0	0	-371	
998844	90420	91838	6606	0	0	2035	0	0	91838	0	0	-5989	
999355	2113	2257	88	0	0	232	0	0	2257	0	0	0	
999935	47240	45309	4087	0	0	1800	0	-90	45219	0	0	-266	
1000052	48412	52755	3424	0	0	775	0	0	52755	0	0	-6992	
1000276	49416	55699	1338	0	0	0	0	0	55699	0	0	-7621	
1000641	65637	67087	3591	0	0	645	0	0	67087	0	0	-4396	
1000856	5355	5696	-10	0	0	0	0	0	5696	0	0	-331	
1000959	19234	23331	1144	0	0	404	0	0	23331	0	0	-4837	
1001059	61882	66951	4862	0	0	5000	0	0	66951	0	0	-4931	
1001152	1365716	1512598	72429	0	0	127175	0	0	1512598	0	0	-92136	
1001639	322693	326720	18877	0	0	12000	0	0	326720	0	0	-10904	
1001648	195683	200093	11516	0	10000	8550	0	0	200093	0	0	-17376	
1001853	33888	32454	1559	0	0	0	0	0	32454	0	0	-125	
1002373	67370	73837	1872	0	0	0	0	0	73837	0	0	-8339	
1002458	9381	9069	659	0	0	0	0	0	9069	5	0	-352	
1002878	1498493	1696714	65670	0	0	161013	0	0	1696714	2123	0	-105001	
1002953	10841	13796	108	0	0	200	0	0	13796	0	0	-2863	
1003455	3033	32754	1163	0	0	550	0	0	32754	0	0	-30334	
1003558	19525	24442	709	0	0	1000	0	0	24442	0	0	-4626	
1003839	71265	76032	1317	0	0	382	0	0	76032	0	0	-5702	
1003950	3639	3396	52	-1274	0	0	0	0	3396	2000	0	-535	
1004256	4352	5675	228	0	0	100	0	0	5675	0	0	-1451	
1004470	134071	133306	4568	0	0	0	0	0	133306	0	0	-3803	
1005075	77704	77754	-50	0	0	0	0	0	77754	0	0	0	
1005552	17569	20327	877	0	0	100	0	0	20327	0	0	-3535	
1005655	14400	13067	1450	0	0	0	0	0	13067	0	0	-117	
1005851	7214	5872	292	0	1250	200	0	0	5872	0	0	0	
1006148	124073	132216	5950	0	0	2760	0	0	132216	0	0	-11333	
1006157	4814	15282	490	0	0	550	0	0	15282	0	0	-10408	
1006513	28217	34322	2282	0	0	936	0	0	34322	0	0	-7451	
1006559	14409	15965	820	0	0	700	0	0	15965	0	0	-1676	
1006652	17267	17751	1194	0	0	302	0	0	17751	0	0	-1376	
1007015	348525	364693	8138	0	0	1400	0	0	364693	0	0	-22906	
1007051	10630	14061	468	0	0	0	0	0	14061	0	0	-3899	
1007154	60877	65605	2398	0	0	900	0	0	65605	0	0	-6226	
1007417	49449	98501	6184	0	0	1831	0	0	98501	0	0	-53405	
1007734	24875	21536	-379	0	0	0	0	0	21536	4586	0	-868	
1007752	22104	24250	1782	0	0	1560	0	0	24250	0	0	-2368	
1007819	162245	211788	16224	0	-888	3780	0	0	211788	0	0	-61099	
1007873	55570	54952	1384	0	0	0	0	0	54952	0	0	-766	
1007930	8128	10753	544	0	0	450	0	0	10753	0	0	-2719	
1007958	5116	6794	227	348	400	721	0	0	6794	0	0	-1932	
1008076	23105	34451	394	0	0	0	0	0	34451	0	0	-11740	
1008151	5683	8019	563	0	0	360	0	0	8019	0	0	-2539	
1008209	16309	17558	1281	0	0	344	0	0	17558	0	0	-2186	
1008432	30508	29587	1501	0	0	300	0	0	29587	0	0	-280	
1008450	3313	3546	64	0	0	0	0	0	3546	0	0	-297	
1008553	11869	14289	737	0	0	1000	0	0	14289	0	0	-2157	
1008674	53849	62091	3636	0	0	0	0	0	62091	0	0	-11878	
1008955	7265	12405	312	0	0	262	0	0	12405	0	0	-5190	
1009242	88234	97356	3727	0	0	0	0	0	97356	0	0	-12849	
1009354	326001	447265	18656	0	0	11000	0	0	447265	0	0	-128920	
1009756	30865	41254	1830	0	0	1190	0	0	41254	0	0	-11029	
1009840	6108	9358	312	0	0	0	0	0	9358	0	0	-3562	
1010015	25787	36477	2005	0	0	358	0	0	36477	0	0	-12337	
1010574	27152	26549	1320	0	0	0	0	0	26549	0	0	-717	
1011432	17501	20653	679	0	0	83	0	0	20653	0	0	-3748	
1011526	552446	616971	45156	0	0	15000	0	0	616971	1332	0	-96013	
1011553	8950	11366	232	0	0	0	0	0	11366	0	0	-2648	
1011638	89815	94766	6840	0	0	1200	0	0	94766	0	0	-10591	
1011656	21107	20284	867	0	0	0	0	0	20284	0	0	-44	
1011852	2088	2075	13	0	0	0	0	0	2075	0	0	0	
1011955	22184	30601	2828	0	0	525	0	0	30601	0	0	-10720	
1012251	45511	82537	3312	0	0	611	0	0	82537	0	0	-39727	
1012457	3617	3789	-30	0	0	0	0	0	3789	0	0	-142	
1012671	112765	117440	1805	0	0	0	0	0	117440	0	0	-6480	
1013070	96178	93208	3327	0	0	0	0	0	93208	0	0	-357	
1013650	15038	17722	679	0	0	0	0	0	17722	0	0	-3363	
1013744	3801	4980	106	0	0	0	0	0	4980	0	0	-1285	
1014059	9450	9941	244	0	0	0	0	0	9941	0	0	-735	
1014125	66785	69744	3598	0	0	704	0	0	69744	0	0	-5853	
1014246	7497	7590	671	0	0	350	0	0	7590	0	0	-414	
1014255	3833	3805	28	0	0	0	0	0	3805	0	0	0	
1014376	34616	37955	1160	0	0	0	0	0	37955	0	0	-4499	
1014451	5554	5751	310	0	0	60	0	0	5751	0	0	-447	
1014554	7653	8158	457	0	0	945	0	0	8158	0	0	-17	
1014657	42964	45282	4025	0	0	1753	0	0	45282	0	0	-4590	
1014853	17447	57722	2117	0	0	1500	0	0	57722	0	0	-40892	
1015252	26174	58107	2381	0	0	1450	0	0	58107	0	0	-32864	
1015270	30314	49760	1075	0	0	0	0	0	49760	0	0	-20521	
1015458	2948	2995	7	0	0	0	0	0	2995	0	0	-54	
1015467	97041	94006	5154	0	0	2087	0	0	94006	0	0	-32	
1015560	416119	406899	9220	0	0	0	0	0	406899	0	0	0	
1015832	17903	17662	318	0	0	0	0	0	17662	0	0	-77	
1015841	14602	27270	1338	0	0	1303	0	0	27270	0	0	-12703	
1015850	42277	44496	2835	0	0	845	0	0	44496	0	0	-4209	
1016174	37280	37329	630	0	0	0	0	0	37329	0	0	-679	
1016231	123520	131425	9768	0	0	3361	0	0	131425	0	0	-14312	
1016259	77424	99972	9566	0	0	4300	0	0	99972	0	0	-27814	
1016558	4017	4700	132	0	0	0	0	0	4700	0	0	-815	
1016718	39446	39932	840	0	0	0	0	0	39932	0	0	-1326	
1016848	8161	10620	423	0	0	532	0	0	10620	0	0	-2350	
1016857	63564	79666	8967	0	0	4547	0	0	79666	0	0	-20522	
1016941	48655	46931	1724	0	0	0	0	0	46931	0	0	0	
1017425	47389	64115	2795	0	0	1740	0	0	64115	0	0	-17781	
1017555	4640	7352	261	0	0	343	0	0	7352	0	0	-2630	
1017564	6376	9885	422	0	0	184	0	0	9885	0	0	-3747	
1017854	7668	8558	90	0	0	300	0	0	8558	0	0	-680	
1017939	2664082	2150684	125474	662825	-7288	24200	0	0	2150684	0	0	-243413	
1017957	19302	24807	907	0	0	794	0	0	24807	0	0	-5618	
1018927	265184	277390	14490	0	0	5101	0	297	277687	0	0	-21892	
1157415	230677	199645	28715	0	10000	1000	0	0	199645	0	0	-6683	
1158878	47837	48793	3596	0	0	0	0	0	48793	0	0	-4552	
1160509	19791	24399	1834	0	0	1461	0	0	24399	0	0	-4981	
1161216	54627	53399	1951	0	0	635	0	0	53399	0	-88	0	
1162017	118350	129042	7420	0	-1	3949	0	0	129042	200	0	-14362	
1163283	11122	12571	594	0	0	0	0	0	12571	0	0	-2043	
1169650	109897	103526	6716	0	0	0	0	0	103526	0	0	-345	
1176881	719454	632912	143014	0	0	0	0	0	632912	0	0	-56472	
1176920	6180	6029	426	0	0	275	0	0	6029	0	0	0	
1186965	38467	39677	1869	0	0	0	0	0	39677	0	0	-3079	
1187001	489062	454743	40983	0	0	6664	0	0	454743	0	0	0	
1187551	17119	16900	219	0	0	0	0	0	16900	0	0	0	
1188772	100488	106821	3563	0	0	0	0	0	106821	0	0	-9896	
1188987	26690	40868	2848	0	0	1300	0	0	40868	0	0	-15726	
1190476	1486680	1568796	97884	0	0	50000	0	0	1568796	0	0	-130000	
1191352	10487	22254	1196	0	0	260	0	0	22254	0	0	-12703	
1211371	81009	83905	6074	0	0	0	0	0	83905	16	0	-8986	
1216022	11766000	11677000	1654000	0	7000	1500000	0	0	11677000	0	0	-72000	
1216321	242122	322096	15132	0	0	0	0	2552	324648	0	0	-97658	
1216826	1234456	1539912	72201	0	0	0	0	0	1539912	1748	0	-379405	
1218446	31460	30722	780	0	0	0	0	0	30722	0	0	-42	
1222519	66621	85578	5383	0	0	1160	0	0	85578	0	0	-23180	
1222948	88784	88271	4100	0	0	3587	0	0	88271	0	0	0	
1225752	10998	19441	642	0	0	0	0	0	19441	0	0	-9085	
1225761	1735539	1891675	115788	0	0	115000	0	0	1891675	0	0	-156924	
1225798	17613	16668	945	0	0	0	0	0	16668	0	0	0	
1228034	100436	104662	5587	0	0	2956	0	0	104662	0	0	-6857	
1293078	12682	15759	1058	0	0	450	0	0	15759	0	0	-3685	
1356768	343792	404976	19956	0	0	4100	0	0	404976	0	0	-77040	
1369870	12112	11683	500	0	0	0	0	0	11683	0	0	-71	
1386251	1002429	1016518	73824	0	0	44923	965	0	1016518	645	0	-42670	
1387203	19673	31361	3285	0	0	1532	0	0	31361	0	0	-13441	
1387605	169333	186305	10869	0	0	4393	0	0	186305	0	0	-23448	
1391778	1666433	1662109	207535	0	0	200000	0	0	1662109	3280	0	-6491	
1394621	127300	127401	6182	0	0	0	0	0	127401	0	0	-6283	
1394676	13227862	12331546	3323449	0	0	2400000	0	0	12331546	0	0	-27133	
1396764	119252	124179	339	0	0	0	0	0	124179	0	0	-5266	
1397471	23817	25765	-792	0	0	450	0	0	25765	0	0	-706	
1402384	14217	15149	753	0	0	392	0	0	15149	0	0	-1293	
1404481	16832	27803	715	0	0	450	0	0	27803	0	0	-11236	
1404883	18066	20768	1891	0	0	2329	0	0	20768	0	0	-2264	
1412712	106184	100642	6731	0	0	650	0	0	100642	0	0	-539	
1414819	74307	98947	2708	0	0	0	0	0	98947	0	0	-27348	
1416279	26647	14455	2855	0	9912	0	0	105	14560	0	0	-680	
1418255	11185	11335	299	0	0	449	0	0	11335	0	0	0	
1429028	63169	60874	2412	0	3000	0	0	0	60874	0	0	-3117	
1435092	5925	16969	476	0	0	0	0	0	16969	0	0	-11520	
1436071	71023	103588	5523	0	0	1000	0	0	103588	0	0	-37088	
1436204	396475	444191	22251	0	0	16200	0	0	444191	2237	0	-56004	
1440117	56788	60565	4402	0	0	79	0	0	60565	64	0	-8164	
1443266	2362000	2228000	134000	0	0	0	0	0	2228000	0	0	0	
1444021	3553484	3669166	315200	0	-200000	250000	0	0	3669166	20366	0	-1248	
1445943	188651	254240	9745	0	0	6000	0	0	254240	0	0	-69334	
1447639	213276	282257	25712	0	1855	13662	0	0	282257	0	0	-82886	
1456501	18573000	18890000	1602000	0	0	0	0	0	18890000	0	0	-1919000	
1458608	224781	234639	25201	0	0	2290	0	0	234639	0	0	-32769	
1459717	154256	172563	10990	0	0	5648	0	0	172563	0	0	-23649	
1459735	45979	53688	3245	0	0	740	0	0	53688	0	0	-10214	
1459799	22431	20661	801	0	5000	725	0	0	20661	94	0	-3400	
1462986	9484	10035	127	0	0	1	0	0	10035	0	0	-677	
1469677	75895	112056	6978	0	0	0	0	0	112056	0	0	-43139	
1470150	15389	16341	771	0	0	263	0	0	16341	0	0	-1460	
1474309	239	3508	623	0	184	0	0	0	3508	0	0	-4076	
1478231	25188	24530	1508	0	0	850	0	0	24530	0	0	0	
1479470	42178	51201	2662	0	0	751	0	0	51201	0	0	-10934	
1481745	27074	29630	2436	0	0	1006	0	0	29630	0	0	-3986	
1481754	24174	25517	1958	0	0	778	0	0	25517	0	0	-2523	
1492817	13494	24174	1366	0	0	0	0	0	24174	0	0	-12046	
1493319	13526	15758	264	0	0	0	0	0	15758	0	0	-2496	
1494482	5348	5374	635	0	0	661	0	0	5374	0	0	0	
1494914	214933	219761	1726	0	0	0	0	0	219761	0	0	-6554	
1629903	61571	62742	10329	0	0	11500	0	0	62742	0	0	0	
1718188	187650	202635	14165	0	0	11961	0	0	202635	0	0	-17189	
1718469	255973	243164	31144	0	0	10238	0	0	243164	0	0	-8097	
1820979	5827	3712	2403	0	0	227	0	0	3712	0	0	-61	
1836701	48465	43235	2006	0	5000	480	0	0	43235	0	0	-1296	
1842065	7943871	7373911	249864	0	0	0	0	0	7373911	500021	0	-179925	
1852569	44077	45162	-1085	0	0	0	0	0	45162	0	0	0	
1863097	59390	70137	4388	0	14000	700	0	0	70137	0	0	-28435	
1864197	118453	142499	6959	0	0	1486	0	0	142499	0	0	-29519	
1867983	277741	415498	23334	0	0	0	0	0	415498	0	0	-161091	
1872941	49639	42956	1918	0	10000	2250	0	0	42956	0	0	-2985	
1872996	121333	122321	5261	0	0	0	0	0	122321	0	0	-6249	
1879016	21800	26715	1014	0	1500	208	0	0	26715	0	0	-7221	
1883321	125129	489770	32661	0	25000	21500	0	0	489770	0	0	-400802	
1885932	177688	180583	8426	0	0	4500	0	0	180583	0	0	-6821	
1890525	218384	204406	18263	0	0	2189	0	0	204406	833	0	-2929	
1892154	32098	34278	1382	0	0	2012	0	0	34278	6	0	-1556	
1893049	1492000	2554000	147000	0	195000	0	0	0	2554000	0	0	-1404000	
1914421	77857	71695	6162	0	0	0	0	0	71695	0	0	0	
1917301	660488	624712	68027	0	8000	6000	0	0	624712	1385	0	-35636	
1918344	591592	586718	54096	0	0	12654	0	0	586718	3360	-14204	-25724	
1929247	5337559	5032364	230100	684833	0	140000	0	0	5032364	0	0	-469738	
1940747	34203	33227	976	0	0	0	0	0	33227	0	0	0	
1945247	6086	6719	-560	0	0	0	0	0	6719	0	0	-73	
2002222	30307	35148	3193	0	0	386	0	0	35148	0	0	-7648	
2006024	88052	99549	7544	0	0	6700	0	0	99549	0	0	-12341	
2007991	42274	48635	2239	0	0	5	0	0	48635	0	0	-8595	
2009605	111561	179093	8601	0	0	2915	0	0	179093	0	0	-73218	
2010722	19045	31750	1376	0	0	1783	0	-1	31749	0	0	-12297	
2037185	20402	20826	659	0	0	0	0	0	20826	0	0	-1083	
2044811	275324	287254	12713	0	4000	3000	0	0	287254	256	0	-25899	
2044820	7046	16341	412	0	0	254	0	0	16341	0	0	-9453	
2051127	40180	47411	2757	0	0	1767	0	0	47411	0	0	-8221	
2059990	9350	9201	961	0	0	727	0	0	9201	0	0	-85	
2068107	88023	77962	10060	0	0	0	0	1	77963	0	0	0	
2078290	2244620	2589218	120085	0	0	45004	0	0	2589218	0	0	-419679	
2107181	29580	47889	312691	0	0	331000	0	0	47889	0	0	0	
2107341	8070	14560	876	0	0	2421	0	0	14560	0	0	-4945	
2119773	474217	468403	23840	0	6000	0	0	0	468403	532	0	-24558	
2121196	3353790	3302665	197567	0	0	0	0	0	3302665	0	0	-146442	
2122997	36605	32497	6108	0	0	2000	0	0	32497	0	0	0	
2123930	4336	7688	471	0	0	141	0	0	7688	0	0	-3682	
2132594	40103	42296	598	0	0	25	0	0	42296	0	0	-2766	
2132941	177904	209184	14818	0	0	3575	0	0	209184	0	0	-42523	
2140348	23094	23423	137	0	0	0	0	0	23423	0	0	-466	
2142155	226179	229212	18395	0	0	10000	0	0	229212	0	0	-11428	
2163477	47516	46698	5318	0	0	4500	0	0	46698	0	0	0	
2164111	20562	19581	1207	0	0	0	0	0	19581	0	0	-226	
2182786	44500000	41875000	1601000	1754000	202000	0	0	0	41875000	0	0	-932000	
2193616	2354642	2597306	187361	0	0	10000	0	0	2597306	0	0	-420025	
2209553	625191	616108	29712	0	0	16000	0	0	616108	293	0	-4922	
2218443	19759	26341	1486	0	0	450	0	0	26341	3000	0	-10618	
2232757	13900	21922	1275	0	0	1150	0	0	21922	0	0	-8147	
2233875	32543	32431	416	0	0	0	0	48	32479	0	0	-352	
2236821	89018	96417	2749	0	-500	0	0	0	96417	0	0	-9648	
2239288	941218	897890	64685	0	0	0	0	0	897890	2250	0	-23607	
2253891	17004428	16193421	2902091	0	0	0	0	0	16193421	0	0	-2091084	
2262718	124496	119058	8935	0	781	4278	0	0	119058	0	0	0	
2265456	746665	779249	22156	0	0	58083	0	0	779249	3492	0	-149	
2297998	210300	211258	4494	0	0	0	0	0	211258	0	0	-5452	
2298995	247244	241250	10499	0	2000	0	0	0	241250	387	0	-6892	
2304636	15431	15215	1039	0	0	370	0	0	15215	0	0	-453	
2305969	20266	26318	1099	0	0	483	0	-7	26311	0	0	-6661	
2316714	61343	63121	4623	0	0	3430	0	0	63121	0	0	-2971	
2317672	25221	25447	34	0	0	600	0	0	25447	0	0	340	
2325882	139588	137678	3895	0	0	0	0	0	137678	69	0	-2054	
2328137	126645	151519	7115	0	0	2166	0	0	151519	0	0	-29823	
2328285	21985	20968	2935	0	0	2000	0	0	20968	82	0	0	
2329200	15627	18817	502	0	1500	0	0	0	18817	0	0	-5192	
2332910	151326	147471	4194	0	0	0	0	0	147471	0	0	-339	
2333140	14488	10997	-517	0	0	0	0	0	10997	4008	0	0	
2337335	3044	3042	2	0	0	0	0	0	3042	0	0	0	
2339599	52131	54416	2406	0	0	0	0	0	54416	0	0	-4691	
2339795	200379	196942	11996	0	3000	0	0	0	196942	283	0	-11842	
2339900	109399	145052	12967	0	0	9000	0	0	145052	0	0	-39620	
2343167	34019	37285	2201	0	0	1400	0	0	37285	0	0	-4067	
2344753	127554	116725	12951	0	0	0	0	0	116725	0	0	-2122	
2349459	87427	84523	3356	0	0	0	0	0	84523	0	0	-452	
2353595	384868	405374	21110	0	0	31600	0	0	405374	0	0	-10016	
2354323	30299	32682	2099	0	0	2537	0	0	32682	0	0	-1945	
2354387	67387	64120	8378	0	0	4267	0	0	64120	0	0	-844	
2354985	1465880	1463726	141477	0	0	25000	0	0	1463726	5578	0	-119901	
2356091	27351	44256	2910	0	0	1617	0	0	44256	0	0	-18198	
2358769	111231	118256	3906	0	0	0	0	0	118256	0	0	-10931	
2362458	750824	747975	17849	0	0	15000	0	0	747975	0	0	0	
2371816	56903	55852	2530	0	0	299	0	0	55852	0	0	-1180	
2372774	425331	419557	26241	0	0	7600	0	0	419557	89	0	-12956	
2385514	692392	776215	35528	0	0	0	0	0	776215	0	0	-119351	
2390929	335188	331829	22311	-1560	0	5200	0	0	331829	358	0	-12550	
2391588	19032	15474	689	0	4700	168	0	0	15474	0	0	-1663	
